Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:30 AM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."
Items assigned to multiple categories are reported in just one category (the one created first).

Gross Sales,"$289,728.26"
Net Sales,"$287,800.86"
COGS,$0.00
Gross Profit,"$186,882.30"
Gross Profit Margin,64.93%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,," "," "," "," ",Shredded Carrots,68,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Crispy Rice Noodles,65,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Nori,75,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,123,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Masago,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Wasabi,41,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Furikake,67,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Sesame Seeds,67,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Jalapenos,34,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Fried Onion,75,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Hawaiian Sun,2,$11.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Pork Musubi & Hawaiian Sun,1,$6.50," "," "," "," "," "," "," "
,Make It A Combo,$792.00,$786.50,144,0," "," ",-,-$5.50,$0.00,$0.00,0.27%,$5.46,$0.00,$786.50
Total (CUSTOM POKE),,"$63,394.25","$62,721.69",4056,0,-,4291,"$3,922.25",-$672.56,$0.00,$0.00,21.79%,$15.46,$0.00,"$62,721.69"

RICE PLATES
,HULA CHICKEN PLATE,"$23,091.50","$22,832.19",1898,0," "," ",-,-$259.31,$0.00,$0.00,7.93%,$12.03,$0.00,"$22,832.19"
,," "," "," "," ",White Rice,132,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,13,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,5,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,90,$135.00," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,106,$159.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,8,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Edamame,9,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Seaweed Salad,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pineapple,7,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mango,22,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Crispy Rice Noodles,5,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Nori,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,9,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Wasabi,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Furikake,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Sesame Seeds,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Jalapenos,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Fried Onion,20,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,3,$15.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Chicken Musubi & Hawaiian Sun,1,$6.50," "," "," "," "," "," "," "
,GARLIC CHICKEN PLATE,"$9,541.00","$9,459.04",786,0," "," ",-,-$81.96,$0.00,$0.00,3.29%,$12.03,$0.00,"$9,459.04"
,," "," "," "," ",White Rice,71,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,7,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,8,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,40,$60.00," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,26,$39.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Edamame,6,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pineapple,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mango,8,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Crispy Rice Noodles,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Nori,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Wasabi,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Furikake,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Jalapenos,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Fried Onion,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,2,$10.00," "," "," "," "," "," "," "
,KALUA PORK PLATE,"$3,425.50","$3,414.74",284,0," "," ",-,-$10.76,$0.00,$0.00,1.19%,$12.02,$0.00,"$3,414.74"
,," "," "," "," ",White Rice,26,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,5,$7.50," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,3,$4.50," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Edamame,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Seaweed Salad,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pineapple,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mango,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Crispy Rice Noodles,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Hawaiian Sun,1,$5.50," "," "," "," "," "," "," "
,MIXED PLATE,"$2,720.00","$2,680.36",180,0," "," ",-,-$39.64,$0.00,$0.00,0.93%,$14.89,$0.00,"$2,680.36"
,," "," "," "," ",White Rice,14,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,2,$3.00," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,4,$6.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Seaweed Salad,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mango,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,1,$5.00," "," "," "," "," "," "," "
,," "," "," "," ",W/ Kalua Pork,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",W/ Hula Chicken,8,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",W/ Shrimp,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",W/ Garlic Chicken,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",W/ Kalbi Ribs,4,$6.00," "," "," "," "," "," "," "
,," "," "," "," ",W/ Pork Katsu,2,$0.00," "," "," "," "," "," "," "
,GARLIC SHRIMP PLATE,"$2,588.00","$2,558.86",184,0," "," ",-,-$29.14,$0.00,$0.00,0.89%,$13.91,$0.00,"$2,558.86"
,," "," "," "," ",White Rice,12,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,9,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,7,$10.50," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,1,$1.50," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Edamame,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Seaweed Salad,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Ginger,7,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Crispy Rice Noodles,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Fried Onion,1,$0.00," "," "," "," "," "," "," "
,FRIED TOFU PLATE,"$1,544.50","$1,515.13",148,0," "," ",-,-$29.37,$0.00,$0.00,0.53%,$10.24,$0.00,"$1,515.13"
,," "," "," "," ",White Rice,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,21,$31.50," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,22,$33.00," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Edamame,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Carrots,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Nori,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Maui Sauce,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Spicy Sauce,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Kimchee Sauce,2,$0.00," "," "," "," "," "," "," "
,KALBI RIBS,$917.00,$911.29,57,0," "," ",-,-$5.71,$0.00,$0.00,0.32%,$15.99,$0.00,$911.29
,," "," "," "," ",White Rice,15,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pineapple,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Wasabi,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,1,$5.00," "," "," "," "," "," "," "
,PORK KATSU,$818.00,$818.00,58,0," "," ",-,$0.00,$0.00,$0.00,0.28%,$14.10,$0.00,$818.00
,," "," "," "," ",White Rice,7,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Surimi Salad,3,$4.50," "," "," "," "," "," "," "
,," "," "," "," ",Fresh Avocado,1,$1.50," "," "," "," "," "," "," "
,," "," "," "," ",Pickled Cucumbers,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Edamame,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Seaweed Salad,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pineapple,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Shredded Nori,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Green Onions,2,$0.00," "," "," "," "," "," "," "
,Make It A Combo,$781.00,$771.94,142,0," "," ",-,-$9.06,$0.00,$0.00,0.27%,$5.44,$0.00,$771.94
Total (RICE PLATES),,"$45,426.50","$44,961.55",3737,0,-,904,$549.50,-$464.95,$0.00,$0.00,15.62%,$12.03,$0.00,"$44,961.55"

SIGNATURE POKE
,MAUI WOWIE POKE,"$9,170.00","$9,109.44",602,1," "," ",-,-$45.56,$0.00,-$15.00,3.17%,$15.16,$0.00,"$9,109.44"
,," "," "," "," ",White Rice,22,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,5,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Ahi Tuna,14,$77.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Kalua Pork,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Butter Mochi & Green Tea,1,$6.50," "," "," "," "," "," "," "
,," "," "," "," ",Add Avocado,16,$24.00," "," "," "," "," "," "," "
,," "," "," "," ",Add Surimi Salad,18,$27.00," "," "," "," "," "," "," "
,DIAMOND HEAD POKE,"$7,449.50","$7,386.53",456,0," "," ",-,-$62.97,$0.00,$0.00,2.57%,$16.20,$0.00,"$7,386.53"
,," "," "," "," ",White Rice,22,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Ahi Tuna,17,$93.50," "," "," "," "," "," "," "
,," "," "," "," ",Extra Salmon Fresh Salmon,4,$22.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Fried Fish,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Hula Chicken,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,1,$5.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Hawaiian Sun,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Add Avocado,11,$16.50," "," "," "," "," "," "," "
,CALIFORNIA KING POKE,"$7,361.50","$7,294.99",487,0," "," ",-,-$66.51,$0.00,$0.00,2.53%,$14.98,$0.00,"$7,294.99"
,," "," "," "," ",White Rice,12,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,6,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Ahi Tuna,4,$22.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Hula Chicken,2,$11.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Hula Chicken On Side,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Add Avocado,12,$18.00," "," "," "," "," "," "," "
,HAOLE STYLE POKE,"$4,663.50","$4,605.11",308,0," "," ",-,-$58.39,$15.00,-$15.00,1.60%,$14.95,$0.00,"$4,605.11"
,," "," "," "," ",White Rice,29,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Mixed Greens,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,6,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Ahi Tuna,4,$22.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Octopus,1,$6.50," "," "," "," "," "," "," "
,," "," "," "," ",Add Avocado,10,$15.00," "," "," "," "," "," "," "
,SAMURAI SALMON POKE,"$3,748.50","$3,668.09",246,3," "," ",-,-$35.41,$0.00,-$45.00,1.27%,$15.10,$0.00,"$3,668.09"
,," "," "," "," ",White Rice,20,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown Rice,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",White/Greens,6,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Brown/Greens,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Ahi Tuna,2,$11.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Salmon Fresh Salmon,5,$27.50," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Fried Fish,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Hawaiian Sun,1,$5.50," "," "," "," "," "," "," "
,," "," "," "," ",Add Avocado,6,$9.00," "," "," "," "," "," "," "
,Make It A Combo,"$1,496.00","$1,492.51",272,0," "," ",-,-$3.49,$0.00,$0.00,0.52%,$5.49,$0.00,"$1,492.51"
,TAKO VERY MUCH POKE,$789.00,$786.60,48,0," "," ",-,-$2.40,$0.00,$0.00,0.27%,$16.39,$0.00,$786.60
,," "," "," "," ",White Rice,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Extra Protein Octopus,2,$13.00," "," "," "," "," "," "," "
,," "," "," "," ",Combo w/ Spam Musubi & Fountain Drink,1,$5.00," "," "," "," "," "," "," "
,," "," "," "," ",Add Avocado,2,$3.00," "," "," "," "," "," "," "
,SIDE SAUCE,$153.50,$151.99,307,0," "," ",-,-$1.51,$0.00,$0.00,0.05%,$0.50,$0.00,$151.99
,," "," "," "," ",Side Maui Sauce,59,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Shoyu Sauce,32,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Spicy Sauce,153,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Kimchi Sauce,17,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Teriyaki Sauce,32,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Vegan Shoyu,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Vegan Maui,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side Vegan Spicy,12,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side GF Shoyu,7,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side GF Maui,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Side GF Spicy,4,$0.00," "," "," "," "," "," "," "
,ADD SURIMI,$76.50,$75.59,51,0," "," ",-,-$0.91,$0.00,$0.00,0.03%,$1.48,$0.00,$75.59
,ADD AVOCADO,$70.50,$70.02,47,0," "," ",-,-$0.48,$0.00,$0.00,0.02%,$1.49,$0.00,$70.02
,OCTOPUS,$12.00,$12.00,12,0," "," ",-,$0.00,$0.00,$0.00,0.00%,$1.00,$0.00,$12.00
Total (SIGNATURE POKE),,"$34,990.50","$34,652.88",2836,4,-,614,$473.00,-$277.62,$15.00,-$75.00,12.04%,$12.24,$0.00,"$34,652.87"

MUSUBI
,SPAM MUSUBI,"$8,757.00","$8,679.72",2502,0," "," ",-,-$77.28,$0.00,$0.00,3.02%,$3.47,$0.00,"$8,679.72"
,SPICY TUNA MUSUBI,"$1,665.00","$1,621.72",370,0," "," ",-,-$43.28,$0.00,$0.00,0.56%,$4.38,$0.00,"$1,621.72"
,CHICKEN MUSUBI,$819.00,$797.53,182,0," "," ",-,-$21.47,$0.00,$0.00,0.28%,$4.38,$0.00,$797.53
,PORK MUSUBI,$360.00,$354.96,80,0," "," ",-,-$5.04,$0.00,$0.00,0.12%,$4.44,$0.00,$354.96
,TOFU MUSUBI,$332.50,$329.46,95,0," "," ",-,-$3.04,$0.00,$0.00,0.11%,$3.47,$0.00,$329.46
Total (MUSUBI),,"$11,933.50","$11,783.40",3229,0,-," ",$0.00,-$150.10,$0.00,$0.00,4.09%,$3.65,$0.00,"$11,783.39"

TACOS
,TACO,"$3,496.50","$3,424.87",777,0," "," ",-,-$71.63,$0.00,$0.00,1.19%,$4.41,$0.00,"$3,424.87"
,3 TACO COMBO,"$2,548.00","$2,515.94",182,0," "," ",-,-$32.06,$0.00,$0.00,0.87%,$13.82,$0.00,"$2,515.94"
,," "," "," "," ",Tuna,13,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Salmon,15,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Chicken,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Fish Fry,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Cali,1,$0.00," "," "," "," "," "," "," "
,2 TACO COMBO,"$2,400.00","$2,383.50",240,0," "," ",-,-$16.50,$0.00,$0.00,0.83%,$9.93,$0.00,"$2,383.50"
,," "," "," "," ",Tuna,9,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Salmon,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Tofu,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Pork,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Chicken,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Fish Fry,1,$0.00," "," "," "," "," "," "," "
,TUNA TACO,$414.00,$401.89,92,0," "," ",-,-$12.11,$0.00,$0.00,0.14%,$4.37,$0.00,$401.89
,CHICKEN TACO,$193.50,$193.50,43,0," "," ",-,$0.00,$0.00,$0.00,0.07%,$4.50,$0.00,$193.50
,SALMON TACO,$193.50,$189.31,43,0," "," ",-,-$4.19,$0.00,$0.00,0.07%,$4.40,$0.00,$189.31
,FRY FISH TACO,$85.50,$76.27,19,0," "," ",-,-$9.23,$0.00,$0.00,0.03%,$4.01,$0.00,$76.27
,CALI TACO,$58.50,$58.50,13,0," "," ",-,$0.00,$0.00,$0.00,0.02%,$4.50,$0.00,$58.50
,PORK TACO,$58.50,$58.50,13,0," "," ",-,$0.00,$0.00,$0.00,0.02%,$4.50,$0.00,$58.50
,TOFU TACO,$58.50,$57.15,13,0," "," ",-,-$1.35,$0.00,$0.00,0.02%,$4.40,$0.00,$57.15
,HAWAIIAN SUN UPGRADE,$45.50,$45.20,91,0," "," ",-,-$0.30,$0.00,$0.00,0.02%,$0.50,$0.00,$45.20
,GREEN TEA UPGRADE,$7.50,$7.50,5,0," "," ",-,$0.00,$0.00,$0.00,0.00%,$1.50,$0.00,$7.50
Total (TACOS),,"$9,559.50","$9,412.14",1531,0,-,54,$0.00,-$147.36,$0.00,$0.00,3.27%,$6.15,$0.00,"$9,412.13"

DRINKS
,HAWAIIAN SUN,"$2,769.00","$2,754.51",923,1," "," ",-,-$11.49,$0.00,-$3.00,0.96%,$2.99,$0.00,"$2,754.51"
,," "," "," "," ",LILIKOI LYCHEE,6,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",MANGO ORANGE,9,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",LILIKOI PASSION,4,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",STRAWBERRY GUAVA,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",PASSION ORANGE,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",PASS--O-GUAVA NECTAR,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",STRAWBERRY LILIKOI,2,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",GUAVA NECTAR,3,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",PINEAPPLE ORANGE,2,$0.00," "," "," "," "," "," "," "
,SODA FOUNTAIN,"$2,015.00","$1,993.58",806,0," "," ",-,-$21.42,$0.00,$0.00,0.69%,$2.47,$0.00,"$1,993.58"
,WATER/CAN SODA,$866.00,$859.64,433,0," "," ",-,-$6.36,$0.00,$0.00,0.30%,$1.99,$0.00,$859.64
,Bottled Coke,$756.00,$749.47,252,1," "," ",-,-$3.53,$0.00,-$3.00,0.26%,$2.99,$0.00,$749.47
,GREEN TEA,$294.50,$294.50,62,0," "," ",-,$0.00,$0.00,$0.00,0.10%,$4.75,$0.00,$294.50
,Fiji,$294.00,$294.00,98,0," "," ",-,$0.00,$0.00,$0.00,0.10%,$3.00,$0.00,$294.00
,Bottled Sprite,$243.00,$241.33,81,0," "," ",-,-$1.67,$0.00,$0.00,0.08%,$2.98,$0.00,$241.33
,BOTTLED WATER,$208.00,$208.00,104,0," "," ",-,$0.00,$0.00,$0.00,0.07%,$2.00,$0.00,$208.00
,PURE LEAF SWEET TEA,$108.00,$107.15,36,0," "," ",-,-$0.85,$0.00,$0.00,0.04%,$2.98,$0.00,$107.15
,KIDS JUICE,$28.50,$28.25,19,0," "," ",-,-$0.25,$0.00,$0.00,0.01%,$1.49,$0.00,$28.25
Total (DRINKS),,"$7,582.00","$7,530.44",2814,2,-,31,$0.00,-$45.56,$0.00,-$6.00,2.62%,$2.68,$0.00,"$7,530.43"

NACHOS
,SPICY TUNA NACHO,"$1,812.00","$1,793.99",302,0," "," ",-,-$18.01,$0.00,$0.00,0.62%,$5.94,$0.00,"$1,793.99"
,HULA CHICKEN NACHO,$720.00,$716.84,120,0," "," ",-,-$3.16,$0.00,$0.00,0.25%,$5.97,$0.00,$716.84
,KALUA PORK NACHO,$324.00,$321.60,54,0," "," ",-,-$2.40,$0.00,$0.00,0.11%,$5.96,$0.00,$321.60
,FRIED TOFU NACHO,$270.00,$270.00,45,0," "," ",-,$0.00,$0.00,$0.00,0.09%,$6.00,$0.00,$270.00
Total (NACHOS),,"$3,126.00","$3,102.43",521,0,-," ",$0.00,-$23.57,$0.00,$0.00,1.08%,$5.95,$0.00,"$3,102.43"

ACAI BOWLS
,MAUI ACAI BOWL,"$1,661.00","$1,650.40",151,0," "," ",-,-$10.60,$0.00,$0.00,0.57%,$10.93,$0.00,"$1,650.40"
,," "," "," "," ",Honey,6,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Agave,4,$0.00," "," "," "," "," "," "," "
,MOLOKAI ACAI BOWL,$297.00,$294.18,27,0," "," ",-,-$2.82,$0.00,$0.00,0.10%,$10.90,$0.00,$294.18
,," "," "," "," ",Honey,9,$0.00," "," "," "," "," "," "," "
,O'AHU ACAI BOWL,$275.00,$275.00,25,0," "," ",-,$0.00,$0.00,$0.00,0.10%,$11.00,$0.00,$275.00
,," "," "," "," ",Honey,1,$0.00," "," "," "," "," "," "," "
,," "," "," "," ",Agave,1,$0.00," "," "," "," "," "," "," "
,LANAI ACAI BOWL,$253.00,$253.00,23,0," "," ",-,$0.00,$0.00,$0.00,0.09%,$11.00,$0.00,$253.00
,KAUAI ACAI BOWL,$99.00,$95.51,9,0," "," ",-,-$3.49,$0.00,$0.00,0.03%,$10.61,$0.00,$95.51
,," "," "," "," ",Honey,2,$0.00," "," "," "," "," "," "," "
Total (ACAI BOWLS),,"$2,585.00","$2,568.09",235,0,-,23,$0.00,-$16.91,$0.00,$0.00,0.89%,$10.93,$0.00,"$2,568.09"

KIDS
,KIDS CHICKEN W/ JUICE,"$1,998.00","$1,986.04",333,0," "," ",-,-$11.96,$0.00,$0.00,0.69%,$5.96,$0.00,"$1,986.04"
,KIDS PORK W/ JUICE,$270.00,$267.14,45,0," "," ",-,-$2.86,$0.00,$0.00,0.09%,$5.94,$0.00,$267.14
Total (KIDS),,"$2,268.00","$2,253.18",378,0,-," ",$0.00,-$14.82,$0.00,$0.00,0.78%,$5.96,$0.00,"$2,253.18"

SLIDERS
,KALUA PORK SLIDERS,$900.00,$900.00,75,0," "," ",-,$0.00,$0.00,$0.00,0.31%,$12.00,$0.00,$900.00
,," "," "," "," ",White Rice,8,$0.00," "," "," "," "," "," "," "
