Items Report
"May 9, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:29 AM"
Filters: Item Type = Revenue Items

Items: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$428,973.00"
Net Sales,"$426,703.17"
COGS,"$14,420.34"
Gross Profit,"$403,932.21"
Gross Profit Margin,94.66%

Name,Gross Sales,Net Sales,Sold,Refunded,Discounts,Repayments,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Islamorada Small Batch Vodka 750ml,$159.96,$159.96,4,0,$0.00,$0.00,$0.00,0.04%,$39.99,$0.00,$159.96
Nickel & Nickel Chardonnay Truchard 750ml,$159.96,$159.96,4,0,$0.00,$0.00,$0.00,0.04%,$39.99,$100.00,$59.96
PIPER-HEIDSIECK BRUT 750mL PIPER HEIDSIECK BRUT CIDER-IMPORTED .750L,$159.96,$159.96,4,0,$0.00,$0.00,$0.00,0.04%,$39.99,$0.00,$159.96
ST. GERMAIN LIQUEUR 750ML ST. GERMAIN ELDERFLOWER LIQ CORDIALS-IMPORTED .750L,$159.96,$159.96,4,0,$0.00,$0.00,$0.00,0.04%,$39.99,$0.00,$159.96
Stags' Leap Merlot 750mL,$159.96,$159.96,4,0,$0.00,$0.00,$0.00,0.04%,$39.99,$0.00,$159.96
Tullamore Dew Irish Whiskey Gift Set 750ml,$159.96,$159.96,4,0,$0.00,$0.00,$0.00,0.04%,$39.99,$0.00,$159.96
JOSH RESERVE Cabernet Sauvignon 750ml,$159.92,$159.92,8,0,$0.00,$0.00,$0.00,0.04%,$19.99,$0.00,$159.92
LOUIS JADOT PINOT NOIR 750ML,$159.92,$159.92,8,0,$0.00,$0.00,$0.00,0.04%,$19.99,$0.00,$159.92
THE WINES OF FRANCIS COPPOLA CABERNET SAUVIGNON 750ML,$159.92,$159.92,8,0,$0.00,$0.00,$0.00,0.04%,$19.99,$0.00,$159.92
"6"" Sub",$159.84,$159.84,16,0,$0.00,$0.00,$0.00,0.04%,$9.99,-,-
Canion Road Pinot Grigio 3 Bot,$159.84,$159.84,16,0,$0.00,$0.00,$0.00,0.04%,$9.99,$0.00,$159.84
MASTER OF MIXES SIMPLE SYRUP LITE 375ml,$159.84,$159.84,16,0,$0.00,$0.00,$0.00,0.04%,$9.99,$0.00,$159.84
HALS KETTLE CHIPS SEA SALT& VINEGAR 5OZ,$159.80,$159.80,20,0,$0.00,$0.00,$0.00,0.04%,$7.99,$59.80,$100.00
HALS KETTLE CHIPS BARBEQUE 5OZ,$159.80,$159.00,20,0,-$0.80,$0.00,$0.00,0.04%,$7.95,$59.80,$99.20
ARIZONA HARD LEMONADE PARTY PACK 12 PACK,$155.94,$155.94,6,0,$0.00,$0.00,$0.00,0.04%,$25.99,$0.00,$155.94
The Beast Seltzer 12 Pack Variety Pack,$155.94,$155.94,6,0,$0.00,$0.00,$0.00,0.04%,$25.99,$0.00,$155.94
WHITE CLAW VARIETY PACK NO.2 HARD SELTZER 12PK,$155.94,$155.94,6,0,$0.00,$0.00,$0.00,0.04%,$25.99,$0.00,$155.94
CHARCUTERIE TRIO SALAME PROSCIUTTO SOPRESSATA BOARS HEAD 6OZ,$155.88,$155.88,12,0,$0.00,$0.00,$0.00,0.04%,$12.99,$0.00,$155.88
SPRITE 12PK CANS,$155.88,$155.88,12,0,$0.00,$0.00,$0.00,0.04%,$12.99,$0.00,$155.88
Jose Cuervo Mango Margarita Mix No Tequila 1.75L,$153.93,$153.93,7,0,$0.00,$0.00,$0.00,0.04%,$21.99,$0.00,$153.93
CORONITA EXTRA BEER 7 OZ CORONITA EXTRA BEER 7 OZ,$153.89,$153.89,11,0,$0.00,$0.00,$0.00,0.04%,$13.99,$0.00,$153.89
Dirty Chips Funky Fusion,$152.49,$152.49,51,0,$0.00,$0.00,$0.00,0.04%,$2.99,$0.00,$152.49
SKREWBALL PEAUNET BUTTER WHISKEYB MINI SKEWBALL MINI,$152.49,$152.49,51,0,$0.00,$0.00,$0.00,0.04%,$2.99,$0.00,$152.49
APPLETON ESTATE SIGNATURE BLEND RUM-IMPORTED .750L APPLETON ESTATE SIGNATURE BLEND RUM-IMPORTED .750L,$151.96,$151.96,4,0,$0.00,$0.00,$0.00,0.04%,$37.99,$72.00,$79.96
BACARDI GOLD RUM 1.75L,$151.96,$151.96,4,0,$0.00,$0.00,$0.00,0.04%,$37.99,$0.00,$151.96
HALS KETTLE CHIPS SEA SALT CRAKED PEPPER 5OZ,$151.81,$151.81,19,0,$0.00,$0.00,$0.00,0.04%,$7.99,$0.00,$151.81
HALS KETTLE CHIPS ORIGINAL SEA SALT 5OZ,$151.81,$151.01,19,0,-$0.80,$0.00,$0.00,0.04%,$7.95,$56.81,$94.20
BELVEDERE VODKA 10,$149.99,$149.99,1,0,$0.00,$0.00,$0.00,0.04%,$149.99,$0.00,$149.99
KOMOS AÑEJO CRISTALINO 750ML,$149.99,$149.99,1,0,$0.00,$0.00,$0.00,0.04%,$149.99,$0.00,$149.99
EL JIMADOR REPOSADO TEQUILA 1.75L,$149.97,$149.97,3,0,$0.00,$0.00,$0.00,0.04%,$49.99,$0.00,$149.97
ORIN SWIFT ABSTRACT RED WINE 750ML,$149.97,$149.97,3,0,$0.00,$0.00,$0.00,0.04%,$49.99,$0.00,$149.97
RON CENTENARIO FUNDACION 20YRS 750ML,$149.97,$149.97,3,0,$0.00,$0.00,$0.00,0.04%,$49.99,$0.00,$149.97
SANTA TERESA 1796 RUM 750ML,$149.97,$149.97,3,0,$0.00,$0.00,$0.00,0.04%,$49.99,$0.00,$149.97
THE GLENLIVET CARIBBEAN RESERVE 750ML,$149.97,$149.97,3,0,$0.00,$0.00,$0.00,0.04%,$49.99,-,-
Fireball Cinnamon Whisky 1.75L,$149.96,$149.96,4,0,$0.00,$0.00,$0.00,0.04%,$37.49,$0.00,$149.96
CAYMUS SUISUN THE WALKING FOOL 750ML,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
DAOU CABERNET SAUBIGNON  PASO ROBLES 750ML,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$73.75,$76.20
DECOY CABERNET SAUVIGNON  BY ALEXANDER VALLEY 750ML,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
ISLAMORADA HIBISCUS GIN 750ML,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$99.00,$50.95
JIM BEAM BLACK EXTRA-AGED BOURBON 750ML,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
Key West Trading Vodka 750 Ml,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
THE KRAKEN ATTACKS FLORIDA 94 PROOF RUM 750ML,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
Tequila Rose Strawberry Cream 750ml,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
WILD TURKEY 101 WHISKY 750 mL,$149.95,$149.95,5,0,$0.00,$0.00,$0.00,0.04%,$29.99,$0.00,$149.95
BACARDI HURRICANE  1.75L BACARDI HURRICANE  1.75L,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
BACARDI PINEAPPLE MAI TAI 1.75L,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
BACARDI TROPICAL RUM 750ML,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
BACARDI ZOMBIE 1.75L,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
Bacardi Rum Punch 1.75l,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
HIGH NOON POOL VARIETY HARD SELTZER 8PK,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
High Noon Vodka Seltzer REAL Vodka +REAL juice 8pk,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,-,-
JOSE CUERVO STRAWBERRY MARGARITA MIX JUST ADD TEQUILA 1.75L,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
MILONGA YERBA Mte 4pack,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
NEW AMSTERDAM PINK WHITNEY VODKA 1L NEW AMSTERDAM PINK WHITNEY VODKA-IMPORTED 1.0L,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
STELLA ARTOIS BEER 12 PACK CAN STELLA ARTOIS BEER 12 PACK CAN,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
di Amore Amaretto 750ml,$149.94,$149.94,6,0,$0.00,$0.00,$0.00,0.04%,$24.99,$0.00,$149.94
ISLAMORADA SANDBAR SUNDAY CANS 6PK,$149.92,$149.92,8,0,$0.00,$0.00,$0.00,0.04%,$18.74,$0.00,$149.92
NEW AMSTERDAM VODKA 750ML,$149.90,$149.90,10,0,$0.00,$0.00,$0.00,0.04%,$14.99,$0.00,$149.90
The Beach Rose 750ml,$149.90,$149.90,10,0,$0.00,$0.00,$0.00,0.04%,$14.99,$0.00,$149.90
FINEST CALL STRAWBERRY 1L FINEST CALL STRAWBERRY PREP COCKTAILS .100L,$149.85,$149.85,15,0,$0.00,$0.00,$0.00,0.04%,$9.99,$0.00,$149.85
Tito's Handmade Vodka 200ml,$149.85,$149.85,15,0,$0.00,$0.00,$0.00,0.04%,$9.99,$0.00,$149.85
14 HANDS ROSE BUBBLES UNICORN 750ML,$149.70,$149.70,30,0,$0.00,$0.00,$0.00,0.04%,$4.99,$0.00,$149.70
SHOT GLASSES 20PK 1.5OZ,$149.70,$149.70,30,0,$0.00,$0.00,$0.00,0.04%,$4.99,$0.00,$149.70
SPRITE MEXICO GLASS BOTTLE  355mL,$149.70,$149.70,30,0,$0.00,$0.00,$0.00,0.04%,$4.99,$0.00,$149.70
1800 BLANCO TEQUILA 750ML,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
1800 COCONUT TEQUILA 750ML,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
BULLEIT 95 RYE BOURBON FRONTIER WHISKEY  750ML,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
HORNITOS PLATA TEQUILA 1.75L HORNITOS SAUZA PLATA TEQUILA .750L,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
MICHTER'S STRAIGHT RYE 750ML MICHTER'S STRAIGHT RYE WHIS-TENNESSEE .750L,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
Mezcal  Ilegal Joven 750ml,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
WILD TURKEY RARE BREED WHIS-STRAIGHT 750mL WILD TURKEY RARE BREED WHIS-STRAIGHT .100L,$143.97,$143.97,3,0,$0.00,$0.00,$0.00,0.03%,$47.99,$0.00,$143.97
Amaretto Beltion Liqueur 750mL,$149.95,$143.95,5,0,-$6.00,$0.00,$0.00,0.03%,$28.79,$0.00,$143.95
MILLER LITE 12 PACK BOTTLES,$143.94,$143.94,6,0,$0.00,$0.00,$0.00,0.03%,$23.99,$0.00,$143.94
ANGRY ORCHARD HARD GREEN APPLE 6PK BOTTLES  CIDER,$143.92,$143.92,8,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$143.92
CUTWATER STRAWBERRY WHITE RUSSIAN 4PACK,$143.92,$143.92,8,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$143.92
GOOSE ISLAND IPA 6PACK  BEER GOOSE ISLAND IPA BEER,$143.92,$143.92,8,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$143.92
KETEL ONE BOTANICAL VODKA SPRITZ CUCUMBER MINT 4PACK  355ML,$143.92,$143.92,8,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$143.92
Heineken Non Alcohol 6pack Bottle,$143.91,$143.91,9,0,$0.00,$0.00,$0.00,0.03%,$15.99,$0.00,$143.91
MINUTE MAID OJ 355mL MINUTE MAID OJ,$143.52,$142.92,48,0,-$0.60,$0.00,$0.00,0.03%,$2.98,$0.00,$142.92
CANYON ROAD PINOT NOIR  750ML,$142.89,$142.89,11,0,$0.00,$0.00,$0.00,0.03%,$12.99,$109.89,$33.00
Malibu Coconut Rum 375ml,$142.89,$142.89,11,0,$0.00,$0.00,$0.00,0.03%,$12.99,$0.00,$142.89
MODELO ESPECIAL 6PK BOTTLES,$143.92,$142.12,8,0,-$1.80,$0.00,$0.00,0.03%,$17.77,$0.00,$142.12
Blue Chair Bay Key Lime Rum Cream  750mL,$141.95,$141.95,5,0,$0.00,$0.00,$0.00,0.03%,$28.39,$0.00,$141.95
NEW YORK STRIP STEAK,$141.00,$141.00,3,0,$0.00,$0.00,$0.00,0.03%,$47.00,$0.00,$141.00
BASIL HAYDEN TOAST BOURBON WHISKEY 750ML,$139.98,$139.98,2,0,$0.00,$0.00,$0.00,0.03%,$69.99,$88.50,$51.48
Bulleit 95 12 Year Rye,$139.98,$139.98,2,0,$0.00,$0.00,$0.00,0.03%,$69.99,$0.00,$139.98
MOUNT GAY XO TRIPLE CASKS BLEND RUM 750ML,$139.98,$139.98,2,0,$0.00,$0.00,$0.00,0.03%,$69.99,$0.00,$139.98
OLD FORESTER 1920 PROHIBITION STYLE BOURBON WHISKY 750ML,$139.98,$139.98,2,0,$0.00,$0.00,$0.00,0.03%,$69.99,$0.00,$139.98
REMY MARTIN V.S.O.P COGNAC 1L,$139.98,$139.98,2,0,$0.00,$0.00,$0.00,0.03%,$69.99,$0.00,$139.98
43 LICOR 750ML,$139.96,$139.96,4,0,$0.00,$0.00,$0.00,0.03%,$34.99,$96.00,$43.96
BAILEYS COOKIES & CREAMY 750ML,$139.96,$139.96,4,0,$0.00,$0.00,$0.00,0.03%,$34.99,$0.00,$139.96
EVAN WILLIAMS BOURBON WHISKEY  1.75L EVAN WILLIAMS WHISKEY WHIS-STRAIGHT 1.75L,$139.96,$139.96,4,0,$0.00,$0.00,$0.00,0.03%,$34.99,$0.00,$139.96
Jim Beam Devil's Cut Bourbon 750mL,$139.95,$139.95,5,0,$0.00,$0.00,$0.00,0.03%,$27.99,$0.00,$139.95
OBERON CABERNET SAUVIGNON WINE DOMESTIC 750ML,$139.95,$139.95,5,0,$0.00,$0.00,$0.00,0.03%,$27.99,$0.00,$139.95
STAGS LEAP CHARDONNAY 750ML,$139.95,$139.95,5,0,$0.00,$0.00,$0.00,0.03%,$27.99,$0.00,$139.95
CAFES DE CUBA,$139.93,$139.93,7,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$139.93
JAGERMEISTER LIQUEUR  375ml JAGERMEISTER GERMAN LIQUEUR CORDIALS-IMPORTED 0.375,$139.93,$139.93,7,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$139.93
Kahlua White Russian 1.75L,$139.93,$139.93,7,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$139.93
LA CREMA CHARDDONAY 750ML LA CREMA 2007 CHARD,$139.93,$139.93,7,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$139.93
Makers Mark Bourbon Whisky 375mL,$139.93,$139.93,7,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$139.93
Wheatley Vodka 750ml,$139.93,$139.93,7,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$139.93
Master Of Mixes Lime Juice 375ml,$139.86,$139.86,14,0,$0.00,$0.00,$0.00,0.03%,$9.99,$0.00,$139.86
THE KEYS SALT SCRUB MANGO COCONUT MISC .100L THE KEYS SALT SCRUB MANGO COCONUT MISC .100L,$137.94,$137.94,6,0,$0.00,$0.00,$0.00,0.03%,$22.99,$0.00,$137.94
Naked Coconut Water 16.9oz,$136.11,$136.11,39,0,$0.00,$0.00,$0.00,0.03%,$3.49,$0.00,$136.11
CASAMIGOS REPOSADO CRISTALINO TEQUILA 750ML,$135.98,$135.98,2,0,$0.00,$0.00,$0.00,0.03%,$67.99,$0.00,$135.98
LA MARCA PROSECCO ROSE 750ML,$135.92,$135.92,8,0,$0.00,$0.00,$0.00,0.03%,$16.99,$0.00,$135.92
WHITE CLAW GREEN APPLE  HARD SELTZER 6PACK,$135.92,$135.92,8,0,$0.00,$0.00,$0.00,0.03%,$16.99,$0.00,$135.92
Key Lime Taffy Candy,$135.86,$135.86,14,0,$0.00,$0.00,$0.00,0.03%,$9.70,$0.00,$135.86
Blue Cheese Stuffed Olive,$135.83,$135.83,17,0,$0.00,$0.00,$0.00,0.03%,$7.99,$0.00,$135.83
JIM BEAM BLACK EXTRA-AGED BOURBON WHIS-TENNESSEE 1.75L,$134.97,$134.97,3,0,$0.00,$0.00,$0.00,0.03%,$44.99,$0.00,$134.97
MALIBU STRAWBERRY RUM 750ML,$134.95,$134.95,5,0,$0.00,$0.00,$0.00,0.03%,$26.99,$0.00,$134.95
HIGH NOON PASSIONFRUIT VODKA HARD SELTZER 4PK,$134.91,$134.91,9,0,$0.00,$0.00,$0.00,0.03%,$14.99,$0.00,$134.91
JOSH  CHARDONNAY 750 ML,$134.91,$134.91,9,0,$0.00,$0.00,$0.00,0.03%,$14.99,$0.00,$134.91
Monster Energy 16oz,$134.73,$134.73,27,0,$0.00,$0.00,$0.00,0.03%,$4.99,$0.00,$134.73
Smirnoff Ice Pink Lemonade 6PACK,$132.93,$132.93,7,0,$0.00,$0.00,$0.00,0.03%,$18.99,$67.62,$65.31
WHITE CLAW VODKA+SODA SELTZER 8PK,$131.94,$131.94,6,0,$0.00,$0.00,$0.00,0.03%,$21.99,$0.00,$131.94
Dirty Mesquite BBQ Chips,$131.56,$131.56,44,0,$0.00,$0.00,$0.00,0.03%,$2.99,$0.00,$131.56
DON JULIO REPOSADO TEQUILA 1.75L DON JULIO REPOSADO TEQUILA 1.75L,$129.99,$129.99,1,0,$0.00,$0.00,$0.00,0.03%,$129.99,$0.00,$129.99
ARDBEG SINGLE MALT10 YR OLD WHIS-SCOTCH 750ML,$129.98,$129.98,2,0,$0.00,$0.00,$0.00,0.03%,$64.99,$0.00,$129.98
BLADE AND BOW Bourbon whiskey 750ml,$129.98,$129.98,2,0,$0.00,$0.00,$0.00,0.03%,$64.99,$0.00,$129.98
BULLEIT FRONTIER BOURBON WHISKEY 1.75L,$129.98,$129.98,2,0,$0.00,$0.00,$0.00,0.03%,$64.99,$0.00,$129.98
GLENFIDDICH 12 YRS SHERRY CASK SCOTCH WHISKY 750ML,$129.98,$129.98,2,0,$0.00,$0.00,$0.00,0.03%,$64.99,$0.00,$129.98
MICHELOB ULTRA ORGANIC SELTZER Signature Collection Gluteen Free 12 Pack  MICHELOB ULTRA ORGANIC SELTZER,$129.95,$129.95,5,0,$0.00,$0.00,$0.00,0.03%,$25.99,$0.00,$129.95
TRULY LEMONADE HARD SELTZER 12PK,$129.95,$129.95,5,0,$0.00,$0.00,$0.00,0.03%,$25.99,$0.00,$129.95
TRULY PARTY 12 PACK HARD SELTZER,$129.95,$129.95,5,0,$0.00,$0.00,$0.00,0.03%,$25.99,$0.00,$129.95
TRULY PUNCH HARD SELTZER 12PK,$129.95,$129.95,5,0,$0.00,$0.00,$0.00,0.03%,$25.99,$0.00,$129.95
SALT SCRUB COCONUT TRAVEL SIZE SALT SCRUB COCONUT TRAVEL SIZE,$129.90,$129.90,10,0,$0.00,$0.00,$0.00,0.03%,$12.99,$0.00,$129.90
SALT SCRUB KEY LIME TRAVEL SIZE SALT SCRUB KEY LIME TRAVEL SIZE,$129.90,$129.90,10,0,$0.00,$0.00,$0.00,0.03%,$12.99,$0.00,$129.90
SALT SCRUB LAVENDER TRAVEL SIZE SALT SCRUB LAVENDER TRAVEL SIZE,$129.90,$129.90,10,0,$0.00,$0.00,$0.00,0.03%,$12.99,$0.00,$129.90
SALT SCRUB MANGO COCON TRAVEL SIZE SALT SCRUB MANGO COCON TRAVEL SIZE,$129.90,$129.90,10,0,$0.00,$0.00,$0.00,0.03%,$12.99,$0.00,$129.90
True Winged Corscrew,$129.90,$129.90,10,0,$0.00,$0.00,$0.00,0.03%,$12.99,$0.00,$129.90
PRISON NELSON HAZY IPA BEER 4PACK CANS,$127.92,$127.92,8,0,$0.00,$0.00,$0.00,0.03%,$15.99,$0.00,$127.92
RUFFINO PROSSECCO WINE-IMPORTED .750L RUFFINO PROSSECCO WINE-IMPORTED .750L,$127.92,$127.92,8,0,$0.00,$0.00,$0.00,0.03%,$15.99,$0.00,$127.92
HEINEKEN BOTTLES 6PACK   HEINEKEN 6-PACK BEER .100L,$125.93,$125.93,7,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$125.93
JAMESON ORANGE SPRITZ 4PACK CANS,$125.93,$125.93,7,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$125.93
Jameson Lemonade 4 Pack,$125.93,$125.93,7,0,$0.00,$0.00,$0.00,0.03%,$17.99,$0.00,$125.93
BOARS HEAD KOSHER DILL PICKLE SPEARS,$125.86,$125.86,14,0,$0.00,$0.00,$0.00,0.03%,$8.99,$0.00,$125.86
Tip Top Margarita,$125.82,$125.82,18,0,$0.00,$0.00,$0.00,0.03%,$6.99,$0.00,$125.82
BACARDI MOJITO Mixer BACARDI MOJITO MISC,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,-,-
CAPTAIN MORGAN COCONUT RUM 750 ML GLASS,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
Decoy Pinot Noir 750mL,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
FLOR DE CANA 7YRS OLD RUM 750ML,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
JOSE CUERVO MARGARITA PINK LEMONADE 1.75L JOSE CUERVO MARGARITA PINK LEMONA PREP COCKTAILS 1.75L,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
Jose Cuervo Tropical Paradise  Margarita 1.75L,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
KEY WEST PENTS REVENGE 80 PROO RUM-AMERICAN 750 m KEY WEST PENTS REVENGE 80 PROO RUM-AMERICAN 750 m,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
STOLICHNAYA  VANILLA VODKA 750ML STOLI VANILLA VODKA-AMERICAN .750L,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
YUENGLING LAGER 12PACK BOTTLES BEER  YUENGLIN LAGER BEER .125L,$124.95,$124.95,5,0,$0.00,$0.00,$0.00,0.03%,$24.99,$0.00,$124.95
Custom Item,$120.00,$120.00,1,0,$0.00,$0.00,$0.00,0.03%,$120.00,-,-
EAGLE RARE 12YEARS,$120.00,$120.00,1,0,$0.00,$0.00,$0.00,0.03%,$120.00,-,-
KOMOS REPOSADO ROSA 750ML,$119.99,$119.99,1,0,$0.00,$0.00,$0.00,0.03%,$119.99,$0.00,$119.99
CODIGO TEQUILA REPOSADO,$119.98,$119.98,2,0,$0.00,$0.00,$0.00,0.03%,$59.99,$0.00,$119.98
HERRADURA SILVER TEQUILA 1L,$119.98,$119.98,2,0,$0.00,$0.00,$0.00,0.03%,$59.99,$0.00,$119.98
RON CENTENARIO GRAN RESERVA 25YRS 750ML,$119.98,$119.98,2,0,$0.00,$0.00,$0.00,0.03%,$59.99,$0.00,$119.98
Rombauer Merlot 750ml,$119.98,$119.98,2,0,$0.00,$0.00,$0.00,0.03%,$59.99,$0.00,$119.98
TAITTINGER BRUT CHAMPAGNE 750mL TATTINGER BRUT CHAMPAGNE 0.75,$119.98,$119.98,2,0,$0.00,$0.00,$0.00,0.03%,$59.99,$0.00,$119.98
TANQUERAY No TEN GIN 1.75 L,$119.98,$119.98,2,0,$0.00,$0.00,$0.00,0.03%,$59.99,$0.00,$119.98
AGUAMIEL BACANORA MEZCAL 750ML,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
Blue Chair Bay Coconut Rum 1.75L,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
Chandon By The Bay Sparkling Wine,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
GRAY WHALE GIN 750Ml GRAY WHALE GIN GIN-AMERICAN 7.5,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
HESS COLLECTION ALLOMI CABERNET SAUVIGNON 750ML,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
JAMESON ORANGE WHISKEY 750ml,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
JAMESON TRIPLE TRIPLE IRISH WHISKEY 750ML,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
LES CADRANS DE LASSEGUE 750ML,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
MILAGRO REPOSADO TEQUILA  MILAGRO REPOSADO LIQUOR-MISC .100L,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
PINAQ COLADA 750ML,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
SKREWBALL PEANUT BUTTER WHISKEY 750ML SKREWBALL PEANUT BUTTER WHISKEY,$119.97,$119.97,3,0,$0.00,$0.00,$0.00,0.03%,$39.99,$0.00,$119.97
ABSOLUT CITRON VODKA 750ML,$119.96,$119.96,4,0,$0.00,$0.00,$0.00,0.03%,$29.99,$0.00,$119.96
GOSLINGS BLACK SEAL BERMUDA RUM 750ML,$119.96,$119.96,4,0,$0.00,$0.00,$0.00,0.03%,$29.99,$68.00,$51.96
HORNITOS Plata TEQUILA .750L HORNITOS SAUZA ANEJO TEQUILA .750L,$119.96,$119.96,4,0,$0.00,$0.00,$0.00,0.03%,$29.99,$0.00,$119.96
BUDWEISER 12PACK CANS BUDWEISER 12-PACK CAN BEER .100L,$119.94,$119.94,6,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$119.94
MEIOMI BRIGHT PINOT NOIR 750ML,$119.94,$119.94,6,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$119.94
Prensado,$119.94,$119.94,6,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$119.94
THREADCOUNT RED WINE 750ML,$119.94,$119.94,6,0,$0.00,$0.00,$0.00,0.03%,$19.99,$0.00,$119.94
BUD LIGHT CHELADA CLAMATO  4PK CANS,$119.92,$119.92,8,0,$0.00,$0.00,$0.00,0.03%,$14.99,$0.00,$119.92
COCKTAIL SHAKER  MISC COCKTAIL SHAKER  MISC,$119.92,$119.92,8,0,$0.00,$0.00,$0.00,0.03%,$14.99,-,-
COORS LIGHT 6PACK CANS,$119.92,$119.92,8,0,$0.00,$0.00,$0.00,0.03%,$14.99,$0.00,$119.92
